,Index,Strokes,Meanings,Readings,krad,Kanji,Grade,Kanji Classification,JLPT-test,Kanji Frequency with Proper Nouns,Kanji Frequency without Proper Nouns,Symmetry
発,1611,9,"[' departure/departing (from ...)/departing (at time ...) sending/sent (by ...)/sent (at ...) engine counter for gunshots, bursts of gas, etc./counter for bullets, bombs, etc./counter for blows (punches), ハツ', ' green dragon tile winning hand with a pung (or kong) of green dragon tiles]']",['はつ'],"['二', '儿', '癶']",['発'],[3],['会意 Com. Ideographic'],[4],[721803],[715124],['S']
登,1612,12,[],[],"['口', '豆', '并', '癶']",['登'],[3],['会意 Com. Ideographic'],[3],[109704],[100913],['R']
白,1613,5,"[' white innocence/innocent person blank space white go stone white dragon tile skewered grilled pig intestine,', ' white unseasoned/undyed/unaltered very much/precisely playing dumb unfeigned/honest/diligent,', "" white striped mullet fry (Mugil cephalus) speech/one's lines white dragon tile winning hand with a pung (or kong) of white dragon tiles white person/Caucasian Belgium]""]","['しろ', 'しら', 'はく']",['白'],['白'],[1],['象形 Pictographic'],[5],[129369],[104138],['R']
百,1614,6,"['[ひゃく (１００', ' 100/hundred]']",['ひゃく'],"['一', '白']",['百'],[1],['指事 Ideographic'],[5],[59480],[50835],['R']
皁,1615,7,[],[],"['十', '日', '白']",,,,,,,
的,1616,8,"[' -ical/-ive/-al/-ic/-y -like/-ish/-sort of/-kind of (something) like/along the lines of -wise/in terms of/for/from the viewpoint of/from a ... standpoint/as far as ... is concerned Mr./Ms./Mrs.,', ' mark/target object/subject/focus point (e.g. of argument)]']","['てき', 'まと']","['白', '丶', '勹']",['的'],[4],['形声 Phonetic'],[4],[538548],[537747],['P']
皆,1617,9,[' everyone/everybody/all everything/all]'],['みんな'],"['白', '比']",['皆'],[7],['会意 Com. Ideographic'],[3],[16872],[15261],['R']
皇,1618,9,[' divine/imperial]'],['すめ'],"['王', '白']",['皇'],[6],['象形 Pictographic'],[1],[43267],[36432],['R']
皓,1619,12,[],[],"['ノ', '口', '土', '白']",,,,,,,
皮,1620,5,"["" skin/hide/pelt/fur rind/peel/husk/bark shell/sheath/wrapping mask (hiding one's true nature)/seeming]""]",['かわ'],"['皮', '又']",['皮'],[3],['象形 Pictographic'],[2],[16635],[16633],['P']
盂,1621,8,[],[],"['皿', '二', '亅']",,,,,,,
盆,1622,9,"["" tray family/household O-Bon/Bon Festival/Lantern Festival/Festival of the Dead gambler's den]""]",['ぼん'],"['皿', '刀', 'ハ']",['盆'],[7],['形声 Phonetic'],[1],[2996],[2792],['S']
盈,1623,9,[],[],"['ノ', '一', '皿', '又']",,,,,,,
益,1624,10,"[' benefit/use/good/advantage/gain profit/gains,', ' increasingly/more and more/decreasingly (when declining)/less and less]']","['えき', 'ますます']","['一', '皿', 'ハ', '并']",['益'],[5],['会意 Com. Ideographic'],[1],[64941],[62744],['P']
盗,1625,11,[],[],"['欠', '皿', '冫']",['盗'],[7],['会意 Com. Ideographic'],[3],[31762],[31762],['S']
盛,1626,11,[' serving (of food)/helping chilled soba served on a dish (often on a wicker basket or in a shallow steaming basket) with dipping sauce]'],"['もり', 'り']","['ノ', '皿', '戈']",['盛'],[6],['形声 Phonetic'],[1],[55458],[48232],['S']
盟,1627,13,[' alliance aimag/league/administrative subdivision in Mongolia and Inner Mongolia]'],['めい'],"['月', '皿', '日']",['盟'],[6],['会意 Com. Ideographic'],[1],[62825],[61465],['S']
監,1628,15,[' special Nara-period administrative division for areas containing a detached palace (Yoshino and Izumi) secretary/third highest-ranking officials in the Dazaifu]'],['げん'],"['皿', '臣', '二']",['監'],[7],['会意 Com. Ideographic'],[1],[166435],[166298],['R']
盤,1629,15,"[' plate/dish/platter/disc serving/helping/course kanji radical 108 (at the bottom),', ' disk/disc/record/clock face tray/shallow bowl grid/board (e.g. in shogi)]']","['さら', 'ばん']","['皿', '舟', '殳', '几', '又']",['盤'],[7],['形声 Phonetic'],[1],[42521],[42017],['P']
盧,1630,16,[],[],"['皿', '田', '卜', '匕', '厂', '虍']",,,,,,,
目,1631,5,"[' eye/eyeball eyesight/sight/vision look/stare/gaze/glance notice/attention/observation/eyes (of the world, public, etc.) an experience viewpoint discrimination/discernment/judgement/eye (e.g. for quality) appearance chance to succeed/possibility 10. spacing (between crossed strands of a net, mesh, etc.)/opening/stitch/texture/weave 11. grain (of wood) 12. eye (of a storm, needle, etc.) 13. intersection (on a go board)/square (on a chess board) 14. dot (on a dice)/pip/rolled number 15. graduation/division (of a scale) 16. tooth (of a saw, comb, etc.) 17. ordinal number suffix 18. somewhat/-ish 19. point (e.g. of change),', ' order item (of a budget revision, etc.) counter for go pieces/counter for surrounded positions (in go)]']","['め', 'もく']",['目'],['目'],[1],['象形 Pictographic'],[4],[510537],[503519],['P']
盲,1632,8,"[' blindness/blind person illiteracy/illiterate person ignorance/ignoramus,', ' blindness]']","['めくら', 'もう']","['亡', '目', '亠']",['盲'],[7],['形声 Phonetic'],[1],[3809],[3787],['S']
直,1633,8,"[' straight ordinary/common doing nothing,', ' earnestly/immediately/exactly,', ' soon/in a moment/before long/shortly nearby/close direct spot transaction/cash transaction,', ' direct/in person/frankness/honesty/simplicity/cheerfulness/correctness/being straight night duty/shift (e.g. in a factory),', ' Atai (post-Taika hereditary title often given to regional administrators),', ' direct,', ' straight/direct,', ' price/cost value/worth/merit]']","['なお', 'ひた', 'じき', 'ちょく', 'あたい', 'じか', 'ただ', 'ね']","['十', '目', '｜', '一']",['直'],[2],['会意 Com. Ideographic'],[3],[225689],[184378],['R']
相,1634,9,"["" one's nature/one's destiny custom/tradition/habit/convention,"", ' together/mutually/fellow,', "" appearance/look/countenance a 'seeming' that fortune-tellers relate to one's fortune aspect phase (e.g. solid, liquid and gaseous),"", ' alternately/in succession,', ' minister of state]']","['さが', 'あい', 'そう', 'こもごも', 'しょう']","['木', '目']",['相'],[3],['会意 Com. Ideographic'],[3],[568804],[555691],['S']
盾,1635,9,[' shield/buckler/escutcheon/pretext]'],['たて'],"['斤', '十', '目', '厂']",['盾'],[7],['象形 Pictographic'],[1],[6610],[6608],['.']
省,1636,9,[' ministry/department province (of China) saving/conserving]'],['しょう'],"['ノ', '小', '目']",['省'],[4],['形声 Phonetic'],[2],[238338],[124009],['S']
眄,1637,9,[],[],"['目', '一', '山', '亅']",,,,,,,
眈,1638,9,[],[],"['目', '尢']",,,,,,,
眉,1639,9,[' eyebrow/eyebrows]'],['まゆ'],"['目', '尸', '｜']",['眉'],[7],['象形 Pictographic'],[1],[538],[471],['S']
看,1640,9,[],[],"['ノ', '一', '手', '二', '目']",['看'],[6],['会意 Com. Ideographic'],[1],[18309],[18261],['R']
県,1641,9,"[' prefecture (Japan)/county (China, Taiwan, Norway, etc.)/department (France)/province (Italy, Spain, etc.),', ' territory (pre-Taika', ' under the Yamato court; Heian', ' under a provincial governor, etc.) countryside]']","['けん', 'あがた']","['小', '目']",['県'],[3],['会意 Com. Ideographic'],[2],[414131],[412805],['R']
真,1642,10,"[' truth/reality/genuineness seriousness logical truth printed style writing star performer,', ' just/right/due (east) pure/genuine/true truth,', ' beloved/dear]']","['しん', 'ま', 'まな']","['一', '十', 'ハ', '目']",['真'],[3],['会意 Com. Ideographic'],[4],[315343],[267420],['R']
眠,1643,10,[],[],"['口', '氏', '目']",['眠'],[7],['形声 Phonetic'],[3],[13855],[13711],['P']
眥,1644,11,[' corner of the eye]'],['まなじり'],"['止', '目', '匕']",,,,,,,
眷,1645,11,[],[],"['人', '大', '二', '并', '目']",,,,,,,
眸,1646,11,[' pupil (of eye) eye]'],['ひとみ'],"['牛', '目', '厶']",,,,,,,
眼,1647,11,"[' eye/eyeball eyesight/sight/vision look/stare/gaze/glance notice/attention/observation/eyes (of the world, public, etc.) an experience viewpoint discrimination/discernment/judgement/eye (e.g. for quality) appearance chance to succeed/possibility 10. spacing (between crossed strands of a net, mesh, etc.)/opening/stitch/texture/weave 11. grain (of wood) 12. eye (of a storm, needle, etc.) 13. intersection (on a go board)/square (on a chess board) 14. dot (on a dice)/pip/rolled number 15. graduation/division (of a scale) 16. tooth (of a saw, comb, etc.) 17. ordinal number suffix 18. somewhat/-ish 19. point (e.g. of change),', ' eye/eyeball pupil and (dark) iris of the eye insight/perceptivity/power of observation look/field of vision core/center/centre/essence,', ' eye insight/vision/power of observation gist/main point hole]']","['め', 'まなこ', 'がん']","['艮', '目']",['眼'],[5],['形声 Phonetic'],[1],[10059],[10003],['P']
着,1648,12,"[' counter for suits of clothing arriving at ...,', ' clothes/outfit/uniform]']","['ちゃく', 'ぎ']","['ノ', '王', '并', '目', '羊']",['着'],[3],['形声 Phonetic'],[4],[137543],[137422],['P']
睚,1649,13,[],[],"['土', '目', '厂']",,,,,,,
睛,1650,13,[],[],"['月', '青', '土', '二', '目', '亠']",,,,,,,
睡,1651,13,[' sleep/sleeping inactivity death]'],"['ねむり', 'り']","['｜', 'ノ', '一', '目']",['睡'],[7],['形声 Phonetic'],[1],[4241],[4241],['S']
督,1652,13,[],[],"['小', '卜', '又', '目']",['督'],[7],['形声 Phonetic'],[1],[130554],[130086],['S']
瞑,1653,15,[],[],"['日', 'ハ', '目', '亠', '冖']",,,,,,,
瞞,1654,16,[],[],"['｜', '一', '入', '目', '冂', '凵']",,,,,,,
瞬,1655,18,[],[],"['牛', '舛', '爪', '目', '夕', '冖']",['瞬'],[7],['形声 Phonetic'],[1],[16344],[16061],['.']
瞭,1656,17,[],[],"['小', '日', '并', '目', '𠆢']",['瞭'],[7],['形声 Phonetic'],[1],[568],[469],['.']
瞻,1657,18,[],[],"['言', '目', '儿', '厂', '勹']",,,,,,,
矛,1658,5,[' long-handled Chinese spear/lance/pike weapon/arms grip of a bow parade float decorated with long-handled Chinese spears]'],['ほこ'],"['矛', 'マ']",['矛'],[7],['象形 Pictographic'],[1],[5160],[5160],['.']
矜,1659,9,[],[],"['矛', '𠆢', 'マ']",,,,,,,
矢,1660,5,[' arrow wedge/chock]'],['や'],"['ノ', '大', '一', '矢']",['矢'],[2],['象形 Pictographic'],[1],[21829],[6392],['S']
矣,1661,7,[],[],"['矢', '厶']",,,,,,,
知,1662,8,[' wisdom jnana (higher knowledge)]'],['ち'],"['口', '矢']",['知'],[2],['会意 Com. Ideographic'],[4],[267746],[217178],['S']
矩,1663,10,"[' quadrature,', "" carpenter's square perpendicularity/straightness model/standard]""]","['く', 'かね']","['矢', '巨']",,,,,,,
短,1664,12,"[' fault/defect/weak point minor 5-point card,', ' short/brief]']","['たん', 'みじか']","['口', '豆', '并', '矢']",['短'],[3],['形声 Phonetic'],[2],[44330],[43198],['R']
矮,1665,13,[],[],"['禾', '女', '矢']",,,,,,,
矯,1666,17,[],[],"['ノ', '口', '矢', '冂', '大']",['矯'],[7],['形声 Phonetic'],[1],[1351],[1351],['S']
石,1667,5,"[' stone jewel/precious stone flint (in a lighter) stone (in go) stone (in the bladder, kidney etc.)/calculus rock (in rock-paper-scissors)/stone,', "" koku/traditional unit of volume, approx. 180.4 litres measure of a Japanese-style boat's loading capacity (approx. 278.26 liters),"", ' counter for jewels in a watch counter for transistors, diodes, etc. in an electronic product]']","['いし', 'こく', 'せき']","['口', '石']",['石'],[1],['会意 Com. Ideographic'],[3],[156574],[59831],['S']
砂,1668,9,[' sand/grit]'],['すな'],"['ノ', '口', '小', '石']",['砂'],[6],['形声 Phonetic'],[2],[20553],[14833],['R']
砕,1669,9,[],[],"['ノ', '口', '十', '石', '九']",['砕'],[7],['形声 Phonetic'],[1],[3211],[3206],['S']
砲,1670,10,"[' gun/rifle/small arms,', ' gun/cannon/artillery/ordnance]']","['じゅう', 'ほう']","['口', '石', '勹', '已']",['砲'],[7],['形声 Phonetic'],[1],[12515],[12506],['S']
破,1671,10,[' (in gagaku or noh) middle section of a song]'],['は'],"['口', '石', '皮', '又']",['破'],[5],['形声 Phonetic'],[3],[85597],[82174],['S']
砺,1672,10,[],[],"['一', '斤', '口', '石', '厂']",,,,,,,
硝,1673,12,[],[],"['月', '口', '⺌', '石']",['硝'],[7],['形声 Phonetic'],[1],[948],[476],['R']
硬,1674,12,[' hardness]'],['こう'],"['ノ', '一', '口', '石', '日']",['硬'],[7],['形声 Phonetic'],[2],[18594],[18576],['R']
硯,1675,12,[' inkstone]'],['すずり'],"['見', '口', '石']",,,,,,,
碁,1676,13,[' go/board game of capturing territory]'],['ご'],"['｜', '一', '口', '石', '二', 'ハ']",['碁'],[7],['形声 Phonetic'],[1],[20315],[20311],['S']
碍,1677,13,[],[],"['口', '寸', '石', '日', '一']",,,,,,,
碧,1678,14,[' blue/azure green green light (traffic) black (horse coat color) blue 5-point card immature/unripe/young]'],['あお'],"['王', '口', '石', '白']",,,,,,,
碩,1679,14,[],[],"['貝', '目', 'ハ', '口', '石', '頁']",,,,,,,
確,1680,15,"["" sure/certain/positive/definite reliable/trustworthy/safe/sound/firm/accurate/correct/exact If I'm not mistaken/If I remember correctly/If I remember rightly,"", ' certain/definite]']","['たしか', 'か', 'かく']","['口', '石', '宀', '隹']",['確'],[5],['形声 Phonetic'],[3],[178948],[178948],['R']
磊,1681,15,[],[],"['口', '石']",,,,,,,
磋,1682,15,[],[],"['王', '口', '工', '石', '并', '羊']",,,,,,,
磐,1683,15,[' rock/boulder crag/cliff anchor]'],['いわ'],"['口', '舟', '石', '殳', '几', '又']",,,,,,,
磨,1684,16,[],[],"['口', '石', '木', '广', '麻']",['磨'],[7],['形声 Phonetic'],[2],[11687],[6335],['S']
磬,1685,16,"["" sounding stone/qing/ancient Chinese chime shaped like a chevron (inverted 'v'), orig. of stone, today often metal, in Japan primarily used at Buddhist temples,"", ' inverted copper or iron bell shaped like a bowl (sounded when reciting sutras)]']","['けい', 'きん']","['口', '士', '石', '殳', '尸', '几', '又']",,,,,,,
礙,1686,19,[],[],"['口', '石', '疋', '矢', '匕', 'マ']",,,,,,,
礪,1687,19,[],[],"['口', '石', '田', '厂', '禸', '⺾']",,,,,,,
示,1688,5,[],[],"['示', '二', '小']",['示'],[5],['象形 Pictographic'],[3],[338806],[338792],['P']
礼,1689,5,[' thanks/gratitude manners/etiquette bow reward/gift ceremony/ritual]'],['れい'],"['乙', '礻']",['礼'],[3],['形声 Phonetic'],[3],[17036],[14032],['P']
社,1690,7,"[' (Shinto) shrine,', ' company/association/society regional Chinese god of the earth (or a village built in its honour) counter for companies, shrines, etc.]']","['やしろ', 'しゃ']","['土', '礻']",['社'],[2],['形声 Phonetic'],[4],[720650],[629446],['S']
祇,1691,8,[],[],"['氏', '礻']",,,,,,,
祈,1692,8,[],[],"['斤', '礻']",['祈'],[7],['形声 Phonetic'],[2],[8956],[8936],['.']
祉,1693,8,[],[],"['止', '礻']",['祉'],[7],['形声 Phonetic'],[1],[20199],[18141],['.']
祖,1694,9,"[' parent/parents/mother and father dealer (in cards, mahjong, etc.)/banker founder/inventor (pet) owner key/parent (organization)/main ancestor/forefather,', ' ancestor/forefather/progenitor originator/pioneer/inventor/founder grandfather]']","['おや', 'そ']","['一', '目', '礻']",['祖'],[5],['形声 Phonetic'],[3],[16851],[16123],['S']
祗,1695,10,[],[],"['氏', '礻', '一']",,,,,,,
神,1696,9,"[' god/deity/divinity/spirit/kami incredible/fantastic/amazing Emperor (of Japan) thunder,', ' spirit/psyche god/deity/divinity/kami,', ' soul/spirit/divine spirit,', ' divine/godly]']","['かみ', 'しん', 'み', 'かむ']","['｜', '日', '礻', '田']",['神'],[3],['形声 Phonetic'],[3],[211666],[78266],['R']
祠,1697,10,[' hokora/small wayside shrine]'],['ほこら'],"['口', '礻', '亅', '一']",,,,,,,
祥,1698,10,"["" omen (usu. good)/(auspicious) sign first two anniversaries of a person's death]""]",['しょう'],"['王', '并', '羊', '礻']",['祥'],[7],['形声 Phonetic'],[1],[18394],[7792],['S']
祭,1699,11,"[' festival/feast harassment by an Internet pitchfork mob/online shaming/flaming galore (as in ""goals galore"")/frenzy/mania]']","['まつり', 'り']","['示', '二', '小', '𠆢', '癶']",['祭'],[3],['会意 Com. Ideographic'],[2],[23729],[22405],['S']
祷,1700,11,[],[],"['ノ', '寸', '礻', '土', '亠']",,,,,,,
禁,1701,13,[' ban (e.g. on smoking)/prohibition]'],['きん'],"['示', '二', '小', '木']",['禁'],[5],['会意 Com. Ideographic'],[2],[56249],[56243],['R']
禄,1702,12,[' stipend/reward]'],['ろく'],"['ヨ', '水', '礻', '隶']",,,,,,,
禅,1703,13,[' dhyana (profound meditation) Zen (Buddhism)]'],['ぜん'],"['十', '⺌', '田', '礻']",['禅'],[7],['形声 Phonetic'],[1],[2010],[1711],['R']
禍,1704,13,"[' disaster/calamity/misfortune/trouble/woes,', ' wickedness/evil/calamity/disaster,', ' disaster/calamity/misfortune]']","['わざわい', 'い', 'まが', 'か']","['口', '礻', '冂']",['禍'],[7],['形声 Phonetic'],[1],[1275],[1275],['P']
福,1705,13,[' good fortune/happiness/blessing/good luck]'],['ふく'],"['一', '口', '田', '礻']",['福'],[3],['形声 Phonetic'],[3],[173574],[34702],['S']
禹,1706,9,[],[],"['ノ', '虫', '禸', '冂']",,,,,,,
禽,1707,13,[' bird bird meat (esp. chicken meat)/fowl/poultry]'],['とり'],"['𠆢', '亠', '冂', '凵', '厶', '禸', '丶', 'ノ']",,,,,,,
秀,1708,7,[' preeminence/supremacy/distinction/excellence]'],['しゅう'],"['乃', '禾']",['秀'],[7],['象形 Pictographic'],[1],[65349],[22765],['S']
私,1709,7,"[' I/me,', ' I/me,', ' I/me,', ' I/me,', ' I/me,', ' I/me you,', ' I/me,', ' private affairs/personal matter,', ' I/me personal (affairs, etc.)/private selfishness/partiality secrecy/confidentiality,', ' I/me]']","['わたし', 'あたし', 'わらわ', 'わし', 'あっし', 'わい', 'わたい', 'し', 'わたくし', 'わっち']","['禾', '厶']",['私'],[6],['会意 Com. Ideographic'],[4],[171763],[171647],['R']
秉,1710,8,[],[],"['｜', 'ノ', 'ヨ', '一', '禾', 'ハ']",,,,,,,
秋,1711,9,"[' time/hour/moment occasion/case chance/opportunity/season the times/the age/the day tense,', ' autumn/fall]']","['とき', 'あき']","['火', '禾']",['秋'],[2],['会意 Com. Ideographic'],[4],[78078],[42265],['S']
